Province,city ID,city,nearby 1,nearby 2,nearby 3
Bali,c442c866-1211-4b32-87c0-48e631790c40,Badung,Denpasar,Gianyar,Tabanan
Bali,35c87747-6d1f-4dfb-8ee2-1a799a121112,Bangli,Karang Asem,Gianyar,Klungkung
Bali,d3c0066c-3cea-4a6b-bf65-788794852a30,Buleleng,Tabanan,Jembrana,Bangli
Bali,0dc937ff-525e-476c-b070-37a1c22e7bca,Denpasar,Badung,Gianyar,Klungkung
Bali,86bc3a4c-3c4c-4b51-8468-aa50a5b938c6,Gianyar,Badung,Klungkung,Denpasar
Bali,47947f35-3d17-4f00-98bc-1878a0de29dd,Jembrana,Buleleng,Tabanan,Banyuwangi
Bali,96e785c2-52d8-4bd3-b107-fa30892f8697,Karang Asem,Klungkung,Bangli,Gianyar
Bali,08d59cf7-d11b-4054-bcf5-d9e5c5ad7d85,Klungkung,Gianyar,Karang Asem,Badung
Bali,06ee3547-a050-4e5c-bf66-f4349dc1c4c3,Tabanan,Badung,Gianyar,Buleleng
Banten,d29adc29-80d5-4a35-ad22-edd3e4295d09,Cilegon,Serang,Serang,Tangerang
Banten,df82cede-77e1-4f12-bd7b-3b55d2cafb53,Lebak,Pandeglang,Bogor,Serang
Banten,26592e50-4641-4d76-943e-bb0141a8e2cd,Pandeglang,Serang,Lebak,Serang
Banten,ba5a7c20-2d28-435b-b241-eb4ef06e33d8,Serang,Cilegon,Serang,Tangerang
Banten,cc9d6315-e377-4fa1-aa79-45d3eea6706a,Serang,Cilegon,Serang,Pandeglang
Banten,ae3c458e-5947-4833-8f1b-e001ce2fad1d,Tangerang,Jakarta Barat,Tangerang Selatan,Tangerang
Banten,d305a80e-4891-45a4-8c5b-29c9242f431e,Tangerang,Tangerang,Tangerang Selatan,Jakarta Barat
Banten,337f8da8-70d8-4916-9733-1cee8e4902e9,Tangerang Selatan,Jakarta Selatan,Jakarta Barat,Tangerang
Bengkulu,a81fcf88-e5b2-4f12-af50-117256edc91d,Bengkulu,Bengkulu Tengah,Seluma,Kepahiang
Bengkulu,659b287f-c823-410b-bdd9-0310255132af,Bengkulu Selatan,Pagar Alam,Kaur,Muara Enim
Bengkulu,3863d4b7-8bc2-4753-9e61-1f80080e9472,Bengkulu Tengah,Bengkulu,Kepahiang,Seluma
Bengkulu,669ef7ae-e4d7-45c1-80d4-314a27203a2b,Bengkulu Utara,Lebong,Mukomuko,Bengkulu Tengah
Bengkulu,05afba22-3a75-4128-8070-000a997c4f95,Kaur,Bengkulu Selatan,Muara Enim,Pagar Alam
Bengkulu,f9592927-039f-4cc4-ae35-3255dd744b8c,Kepahiang,Bengkulu Tengah,Rejang Lebong,Bengkulu
Bengkulu,0c44cac9-7c0a-40aa-9607-7c5fc6efc522,Lebong,Bengkulu Utara,Rejang Lebong,Kepahiang
Bengkulu,4f9f9bc0-90c8-4dde-8503-ebc303c52bac,Mukomuko,Bengkulu Utara,Lebong,Sungai Penuh
Bengkulu,d4b4372b-596c-4f3c-9101-041d51902c5a,Rejang Lebong,Lubuklinggau,Kepahiang,Empat Lawang
Bengkulu,056d8c93-b14f-4114-8678-c1823dbb660e,Seluma,Bengkulu,Bengkulu Tengah,Kepahiang
DI Yogyakarta,7e00299d-34f6-4312-ae06-ce9d4289680c,Bantul,Yogyakarta,Sleman,Kulon Progo
DI Yogyakarta,ac50f403-fbb3-4e19-9a2a-72f8c1b3ccf6,Gunungkidul,Bantul,Yogyakarta,Klaten
DI Yogyakarta,fc4ab164-1f66-4c38-baeb-d242828ee80d,Kulon Progo,Sleman,Purworejo,Yogyakarta
DI Yogyakarta,43b7ade6-0205-419a-9f6e-455b116b4d8e,Sleman,Yogyakarta,Kulon Progo,Bantul
DI Yogyakarta,9857274b-b76f-4e43-ac9b-d2904ac8a372,Yogyakarta,Bantul,Sleman,Kulon Progo
DKI Jakarta,af0ed74f-1b51-43cf-a14c-459996e39105,Jakarta Barat,Jakarta Pusat,Jakarta Selatan,Tangerang
DKI Jakarta,e2a615bb-0997-42c8-a018-c4a1768ae01f,Jakarta Pusat,Jakarta Barat,Jakarta Utara,Jakarta Timur
DKI Jakarta,078b37b2-e791-4739-958e-c29192e5df3e,Jakarta Selatan,Jakarta Timur,Jakarta Pusat,Tangerang Selatan
DKI Jakarta,3d6ac5e8-f12d-40cd-823d-44597402ea3b,Jakarta Timur,Jakarta Selatan,Jakarta Pusat,Bekasi
DKI Jakarta,ea61f4ac-5864-4b2b-a2c8-aa744a2aafea,Jakarta Utara,Jakarta Pusat,Jakarta Timur,Bekasi
DKI Jakarta,ddd28ed9-d36c-48e1-aa74-de3006122569,Kepulauan Seribu,Tangerang,Tangerang,Jakarta Barat
Gorontalo,89ccc714-baef-47d2-a448-264626c15f9e,Boalemo,Gorontalo,Gorontalo,Gorontalo Utara
Gorontalo,ee93f4a5-fec6-462c-92ea-7b7e33be8ec4,Bone Bolango,Gorontalo,Bolaang Mongondow Utara,Gorontalo Utara
Gorontalo,1a1b6859-17c9-4b68-b29e-33951a62afc8,Gorontalo,Boalemo,Gorontalo,Gorontalo Utara
Gorontalo,d3313c88-8c03-40a3-af09-42af10770234,Gorontalo,Bone Bolango,Gorontalo Utara,Gorontalo
Gorontalo,06244ef8-2c1e-4837-839c-da82fa243bd5,Gorontalo Utara,Gorontalo,Gorontalo,Bolaang Mongondow Utara
Gorontalo,dcaf8c54-01a7-4ef6-92a7-68a07620444e,Pohuwato,Buol,Boalemo,Toli-Toli
Jambi,0410aa0d-e85a-4689-859d-0c2e10077615,Batang Hari,Jambi,Tanjung Jabung Barat,Sarolangun
Jambi,118f56ab-b54f-49d6-b4c6-89b0b34114b3,Bungo,Tebo,Dharmasraya,Merangin
Jambi,567f96a9-4468-4272-bd52-a410e97a27be,Jambi,Muaro Jambi,Tanjung Jabung Timur,Batang Hari
Jambi,cd05a3a8-423f-4efd-bdc1-231217520635,Kerinci,Sungai Penuh,Merangin,Bungo
Jambi,fdb642ce-159f-4ca8-a798-0dd154801c94,Merangin,Bungo,Sarolangun,Kerinci
Jambi,4827b7aa-bfd9-4f6c-9c43-cd6430d1ff11,Muaro Jambi,Jambi,Tanjung Jabung Timur,Tanjung Jabung Barat
Jambi,cf6d0618-501b-45b1-8cf9-2ea0bfb1ea25,Sarolangun,Musi Rawas Utara,Merangin,Batang Hari
Jambi,47e3c2e1-5421-4832-8a33-f2e03f2c68b6,Sungai Penuh,Kerinci,Pesisir Selatan,Merangin
Jambi,3599d0b7-7c43-45d3-b60a-2bacb1415f2f,Tanjung Jabung Barat,Tanjung Jabung Timur,Batang Hari,Jambi
Jambi,389febfc-c50c-48cc-8ce0-4b1317b95b67,Tanjung Jabung Timur,Tanjung Jabung Barat,Muaro Jambi,Jambi
Jambi,5b85a932-c792-4968-9833-45df9ec5219d,Tebo,Bungo,Merangin,Batang Hari
Jawa Barat,86a3dc56-1bd7-4cd3-8225-d3e4b976e552,Bandung,Cimahi,Bandung Barat,Bandung
Jawa Barat,c11f7fd1-6982-4bc6-8eef-36ca4909b663,Bandung,Bandung,Cimahi,Bandung Barat
Jawa Barat,c76405bf-683a-4a1b-8014-7d8163294d86,Bandung Barat,Cimahi,Bandung,Purwakarta
Jawa Barat,a50d7523-3312-426e-8e5a-205c81ca90a6,Banjar,Ciamis,Tasikmalaya,Pangandaran
Jawa Barat,826664b3-1f31-497f-bc8a-a23699b1a531,Bekasi,Bekasi,Jakarta Utara,Jakarta Timur
Jawa Barat,87c39cfb-0e3c-4edb-a7a0-754fb70cc587,Bekasi,Jakarta Timur,Jakarta Utara,Jakarta Pusat
Jawa Barat,262b7d3c-2c51-4854-a7e8-6635e0657338,Bogor,Bogor,Depok,Tangerang Selatan
Jawa Barat,fbc373c5-cadc-4dd8-acb3-1e57850e2a08,Bogor,Bogor,Depok,Tangerang Selatan
Jawa Barat,491bc345-d6b3-41d0-8707-dc179000af39,Ciamis,Banjar,Tasikmalaya,Kuningan
Jawa Barat,a26f8a8c-f8a6-4a4d-b448-39af6eff2d4c,Cianjur,Sukabumi,Bogor,Purwakarta
Jawa Barat,89637124-13ea-4bd5-8e4d-1d9dfe41e37d,Cimahi,Bandung Barat,Bandung,Bandung
Jawa Barat,1f8698ee-09e3-4fdd-aa87-ce44ba300a68,Cirebon,Cirebon,Kuningan,Majalengka
Jawa Barat,a94ecde6-ae27-4849-be89-03384ed6086c,Cirebon,Cirebon,Kuningan,Majalengka
Jawa Barat,f5817918-7ce1-436d-9478-c438b3466adb,Depok,Jakarta Selatan,Tangerang Selatan,Jakarta Timur
Jawa Barat,b40a40dd-9cfa-41f2-907f-46dbf0aecbc1,Garut,Bandung,Tasikmalaya,Tasikmalaya
Jawa Barat,90f3c906-bd96-4c58-9719-d4d212afe516,Indramayu,Majalengka,Sumedang,Subang
Jawa Barat,24bcf73f-36d1-4eff-a32c-ab43a9b7683e,Karawang,Bekasi,Purwakarta,Subang
Jawa Barat,bf16bdb5-90d0-4831-81a5-ad9cec6c94df,Kuningan,Cirebon,Cirebon,Ciamis
Jawa Barat,79b5cd5d-9675-4cf1-8611-b73fefd2bcb9,Majalengka,Cirebon,Cirebon,Sumedang
Jawa Barat,1044e459-d4ff-4534-8a5a-55f09005b983,Pangandaran,Banjar,Cilacap,Ciamis
Jawa Barat,cad5917e-53f4-4f0d-a62f-a7c7b5d69765,Purwakarta,Bandung Barat,Subang,Cimahi
Jawa Barat,aec9204f-929c-4165-9cbc-aef4877ef448,Subang,Purwakarta,Karawang,Bandung Barat
Jawa Barat,6b4a019d-36cf-45e7-bf90-65488ec76fad,Sukabumi,Sukabumi,Cianjur,Bogor
Jawa Barat,bed8133e-0ea6-45d0-9ce6-a04d2a42e59e,Sukabumi,Cianjur,Sukabumi,Bogor
Jawa Barat,e0720aba-a134-4091-bf40-ce754846b23f,Sumedang,Majalengka,Bandung,Indramayu
Jawa Barat,387cd2f2-e3b0-4a22-aeae-111ce36e4864,Tasikmalaya,Tasikmalaya,Ciamis,Banjar
Jawa Barat,b094b559-57f7-44ba-b9a6-f9eb157bcbdf,Tasikmalaya,Tasikmalaya,Ciamis,Garut
Jawa Tengah,8b4940c1-cb74-4b02-915b-e08a024fec17,Banjarnegara,Purbalingga,Kebumen,Pekalongan
Jawa Tengah,c83795ec-8c10-45e7-90e0-8e1003488736,Banyumas,Cilacap,Purbalingga,Tegal
Jawa Tengah,cd6bf080-5d35-46f8-8778-6bc1c58036d5,Batang,Pekalongan,Pekalongan,Kendal
Jawa Tengah,15f22273-0577-479e-a20a-912b6e30baec,Blora,Rembang,Ngawi,Bojonegoro
Jawa Tengah,f8bb7ac9-9299-4481-9ded-2e5f2fa203c6,Boyolali,Surakarta,Sragen,Klaten
Jawa Tengah,7edbc8a7-cbe1-47f1-a6e2-469e6c13d236,Brebes,Tegal,Tegal,Kuningan
Jawa Tengah,02986a2e-84c5-498a-9db6-336146d227b7,Cilacap,Banyumas,Pangandaran,Purbalingga
Jawa Tengah,677f2aa7-cf0f-4b06-9094-96e820536f34,Demak,Semarang,Kudus,Jepara
Jawa Tengah,a91cd33f-cccb-4674-8289-bd80db1cbfdd,Grobogan,Sragen,Kudus,Demak
Jawa Tengah,7eab3dac-8d40-4fb4-ab25-7279b47203ba,Jepara,Kudus,Pati,Demak
Jawa Tengah,69f71465-0d6f-48e3-89f3-8358af68d5f5,Karanganyar,Sukoharjo,Surakarta,Sragen
Jawa Tengah,4ef6a1aa-6d35-45bc-b1a4-1b027c34ad84,Kebumen,Banjarnegara,Purworejo,Wonosobo
Jawa Tengah,a7a00b99-fe57-49e7-99e0-f40e43316e5a,Kendal,Semarang,Temanggung,Batang
Jawa Tengah,3fe12bc8-ba47-4ce3-bad4-387b7d6d2470,Klaten,Surakarta,Sukoharjo,Boyolali
Jawa Tengah,848bdd2e-7a04-485a-8b1c-c74a2c8075d2,Kudus,Pati,Jepara,Demak
Jawa Tengah,2caf7fde-61d9-417c-82fe-d8a606252e87,Magelang,Magelang,Sleman,Temanggung
Jawa Tengah,de51c5ec-7620-4e38-b785-2449aa095e19,Magelang,Magelang,Temanggung,Wonosobo
Jawa Tengah,a3e3cde2-ba50-4fa3-a8b9-1558de57f42d,Pati,Kudus,Jepara,Rembang
Jawa Tengah,2b791c0b-93db-4e49-934d-9fd518936afc,Pekalongan,Pekalongan,Batang,Pemalang
Jawa Tengah,b0209f5c-ebd5-4f81-92bd-d14401735d2b,Pekalongan,Pekalongan,Pemalang,Batang
Jawa Tengah,2d4866e2-bf71-4295-9484-bb5c2aea69ee,Pemalang,Tegal,Purbalingga,Pekalongan
Jawa Tengah,a4ac27fb-7125-4938-9ab7-8396c3bb4512,Purbalingga,Pemalang,Banjarnegara,Banyumas
Jawa Tengah,4162f857-cecc-449f-88c2-97ce663653c4,Purworejo,Kulon Progo,Kebumen,Magelang
Jawa Tengah,00a7136c-b523-4540-b787-2731efbf4dfc,Rembang,Blora,Pati,Tuban
Jawa Tengah,271c44a3-75bc-48a5-af0a-2425a934beb6,Salatiga,Semarang,Boyolali,Magelang
Jawa Tengah,a9ff8f92-f835-47a5-b74b-4425bda9e092,Semarang,Semarang,Kendal,Demak
Jawa Tengah,d83cac16-5462-4893-8c91-a8bd84639d4c,Semarang,Salatiga,Semarang,Temanggung
Jawa Tengah,6a7ed0cd-c2c6-407a-8c42-b49b9e0e31ca,Sragen,Surakarta,Boyolali,Karanganyar
Jawa Tengah,9d9bf985-f496-4afe-9213-cb401b985ff5,Sukoharjo,Surakarta,Karanganyar,Klaten
Jawa Tengah,17c26ccc-5329-494c-b6ad-4b37a0c12fde,Surakarta,Sukoharjo,Boyolali,Sragen
Jawa Tengah,0e4def0c-3507-4ab3-b2b5-78b9ce92a34a,Tegal,Tegal,Pemalang,Brebes
Jawa Tengah,a5891954-798b-42cb-a02e-0be4c1ad4eec,Tegal,Tegal,Brebes,Pemalang
Jawa Tengah,b16850e3-e7e1-4ca5-b191-241cfd6bc445,Temanggung,Magelang,Kendal,Wonosobo
Jawa Tengah,7a0ea9d7-6ebf-410c-96ce-815dcbbd4047,Wonogiri,Pacitan,Sukoharjo,Karanganyar
Jawa Tengah,d045318e-0f19-4edb-9fc8-3077e2fa76d5,Wonosobo,Temanggung,Magelang,Magelang
Jawa Timur,7a75068f-8a49-4b79-8214-7d3443de7435,Bangkalan,Surabaya,Sampang,Gresik
Jawa Timur,510747f2-1189-4cb7-8e19-07925e545186,Banyuwangi,Bondowoso,Jember,Jembrana
Jawa Timur,b18bda87-85a7-4f9e-96a9-a8dd19cfbb8e,Batu,Malang,Mojokerto,Pasuruan
Jawa Timur,25131e20-b47f-487f-8de3-c6139e4c8a60,Blitar,Blitar,Tulungagung,Kediri
Jawa Timur,e6568986-63ad-47c2-921a-7e17f334fa6a,Blitar,Blitar,Tulungagung,Kediri
Jawa Timur,b64853f2-fdc5-40b9-91dc-cab4b6a8df0a,Bojonegoro,Tuban,Nganjuk,Madiun
Jawa Timur,2d40743b-9b8d-4d4f-a282-162942b50cc4,Bondowoso,Situbondo,Jember,Banyuwangi
Jawa Timur,1c0b4d54-562a-466a-a9d6-c609ac2eb4c3,Gresik,Surabaya,Lamongan,Sidoarjo
Jawa Timur,48f3dba8-0889-46d9-b11b-1cb6acfa4b94,Jember,Bondowoso,Banyuwangi,Probolinggo
Jawa Timur,a6f922b3-b4ff-4afb-a0bd-d61dba8a3d7c,Jombang,Mojokerto,Mojokerto,Kediri
Jawa Timur,036ec39f-86aa-4840-9dad-4c6b9d9fb5c2,Kediri,Kediri,Nganjuk,Blitar
Jawa Timur,65743f05-096b-4d6c-a990-b0210620a0f3,Kediri,Kediri,Nganjuk,Jombang
Jawa Timur,8af5007c-8c35-4446-9e82-cc2fed3d6f73,Lamongan,Gresik,Mojokerto,Jombang
Jawa Timur,f7ac9156-2251-4bba-96fc-8c0560d51742,Lumajang,Probolinggo,Probolinggo,Malang
Jawa Timur,047e48de-9e13-4356-8560-93e25caceb06,Madiun,Madiun,Magetan,Nganjuk
Jawa Timur,3ad6c34a-50ae-4805-9630-9cb1af3af63a,Madiun,Madiun,Magetan,Ngawi
Jawa Timur,e72485af-115a-4376-89d0-1ece7bc0eda9,Magetan,Madiun,Ngawi,Madiun
Jawa Timur,62fd1074-336e-4479-8425-b578fe3a03d0,Malang,Malang,Batu,Blitar
Jawa Timur,6ec28332-761a-4ee9-b0d8-52171a170edf,Malang,Batu,Malang,Pasuruan
Jawa Timur,dc8752a0-6680-48e6-9eb5-c29790ecc707,Mojokerto,Mojokerto,Jombang,Sidoarjo
Jawa Timur,e415848f-f28a-4575-86b0-581adf9f67e4,Mojokerto,Mojokerto,Jombang,Sidoarjo
Jawa Timur,e3b27e26-d021-43dd-9515-7bf5220e50f2,Nganjuk,Kediri,Kediri,Madiun
Jawa Timur,9bf80e18-9e87-404e-ab79-444538f40175,Ngawi,Magetan,Madiun,Karanganyar
Jawa Timur,24fc8f9c-1336-462f-8f89-9af45f3abebc,Pacitan,Wonogiri,Ponorogo,Trenggalek
Jawa Timur,2870639f-6921-46e1-9227-06747cdbe174,Pamekasan,Sampang,Sumenep,Bangkalan
Jawa Timur,3efbb56b-acd8-47b7-b8c6-aff1268caf8d,Pasuruan,Pasuruan,Batu,Malang
Jawa Timur,c3c7f6dd-6a25-4742-8cb8-9e4ef7f528df,Pasuruan,Pasuruan,Sidoarjo,Probolinggo
Jawa Timur,d10bb4c6-c3fa-489f-9a7d-8058ce3eedeb,Ponorogo,Trenggalek,Madiun,Magetan
Jawa Timur,39b2e54c-ee18-4e84-ab0e-f2020c58d64b,Probolinggo,Probolinggo,Lumajang,Pasuruan
Jawa Timur,b4ff2e2e-424a-4a44-9aca-3171cd9b5a84,Probolinggo,Probolinggo,Pasuruan,Lumajang
Jawa Timur,ce800d2d-6905-4333-97d9-f297e6d0b115,Sampang,Pamekasan,Bangkalan,Sumenep
Jawa Timur,0c51be85-7a6e-4fe6-b802-4bbec5d5dcda,Sidoarjo,Surabaya,Mojokerto,Mojokerto
Jawa Timur,5484dab3-0aa4-4f22-9e50-1aff2c1ee29e,Situbondo,Bondowoso,Jember,Banyuwangi
Jawa Timur,0d43961c-e667-48f3-9c63-125b79fe8625,Sumenep,Pamekasan,Sampang,Situbondo
Jawa Timur,0822446a-8784-4af4-bc88-9f9294fca382,Surabaya,Sidoarjo,Gresik,Bangkalan
Jawa Timur,ee40d220-096b-4dd4-9f48-2857fd99e66b,Trenggalek,Ponorogo,Tulungagung,Pacitan
Jawa Timur,18b52378-af35-4fa3-9917-ac8ce51fe30a,Tuban,Bojonegoro,Rembang,Lamongan
Jawa Timur,4a771364-1ef3-411f-a0c0-abc13b7f7201,Tulungagung,Blitar,Trenggalek,Blitar
Kalimantan Barat,55417efa-f26e-4902-aa54-5562475f23f0,Bengkayang,Sambas,Landak,Singkawang
Kalimantan Barat,0ed7cc32-4ec3-4e94-87a8-1360731848d3,Kapuas Hulu,Sintang,Melawi,Murung Raya
Kalimantan Barat,58fec115-306a-407f-8045-e75e8842643c,Kayong Utara,Ketapang,Kubu Raya,Pontianak
Kalimantan Barat,71250e54-f3db-4d26-ba4c-aa9f050bfb0a,Ketapang,Kayong Utara,Lamandau,Sukamara
Kalimantan Barat,32c1ca11-9eee-4456-837c-321ba1d38d97,Kubu Raya,Pontianak,Mempawah,Landak
Kalimantan Barat,83b08dc3-7a3f-4573-a2b0-b06da2b62f2a,Landak,Pontianak,Mempawah,Bengkayang
Kalimantan Barat,a2788fc8-f252-40ae-a542-10a8b41d3749,Melawi,Sintang,Sekadau,Sanggau
Kalimantan Barat,68e5a7ea-d8ad-417b-9426-538d74ed734d,Mempawah,Pontianak,Landak,Kubu Raya
Kalimantan Barat,d6e23064-c4ac-47ca-9e77-1ee297160461,Pontianak,Mempawah,Kubu Raya,Landak
Kalimantan Barat,50f46107-053c-433b-8147-9152c594b430,Sambas,Bengkayang,Singkawang,Landak
Kalimantan Barat,05614c2f-f665-46b3-9e50-b3bfb2806fa8,Sanggau,Sekadau,Landak,Kubu Raya
Kalimantan Barat,e890e485-3233-4740-8510-ecdd10602369,Sekadau,Sanggau,Melawi,Sintang
Kalimantan Barat,c2afea99-4f22-496e-b9b7-f0d975149b2d,Singkawang,Sambas,Mempawah,Bengkayang
Kalimantan Barat,f2fcd247-aef4-4420-a25d-7a8c4b9d56b8,Sintang,Melawi,Sekadau,Kapuas Hulu
Kalimantan Selatan,e449315c-1123-4688-8e03-1a261bab07db,Balangan,Hulu Sungai Tengah,Hulu Sungai Utara,Tabalong
Kalimantan Selatan,9196d41c-5dfd-41b4-b2c2-1f0dea7d2195,Banjar,Banjar Baru,Tapin,Banjarmasin
Kalimantan Selatan,15c712bf-ad2e-417c-924d-1a54ce5ed45a,Banjar Baru,Banjarmasin,Banjar,Tanah Laut
Kalimantan Selatan,434e6028-4cd9-449b-b571-38e8e9a182e1,Banjarmasin,Barito Kuala,Banjar Baru,Banjar
Kalimantan Selatan,0e33a0ef-ea56-46e2-a371-f9d46f2c1537,Barito Kuala,Banjarmasin,Tapin,Banjar Baru
Kalimantan Selatan,43ae3447-40e6-4f2e-8cc9-b903ee7c16b5,Baru,Hulu Sungai Tengah,Balangan,Tanah Bumbu
Kalimantan Selatan,8e137ac9-3ad3-4596-8e2e-297dc645ee98,Hulu Sungai Selatan,Tapin,Hulu Sungai Utara,Hulu Sungai Tengah
Kalimantan Selatan,3b5a3b7d-e85c-4b66-985c-9f450f5cbe70,Hulu Sungai Tengah,Balangan,Hulu Sungai Selatan,Hulu Sungai Utara
Kalimantan Selatan,4bfc5f24-da2c-485b-b6cd-4807ed33899b,Hulu Sungai Utara,Hulu Sungai Selatan,Hulu Sungai Tengah,Barito Timur
Kalimantan Selatan,4e52d01d-55aa-46ba-8767-48428e90e6e6,Tabalong,Barito Timur,Balangan,Hulu Sungai Utara
Kalimantan Selatan,b6aaf7a0-1bfe-488d-89e8-a4afe6eec0ec,Tanah Bumbu,Banjar,Baru,Tapin
Kalimantan Selatan,e0e2fc25-a0d7-4e67-8658-cdd09352c2f5,Tanah Laut,Banjar Baru,Banjar,Banjarmasin
Kalimantan Selatan,a9948c9e-06ec-446a-8c61-ff58b0b63463,Tapin,Hulu Sungai Selatan,Barito Kuala,Banjar
Kalimantan Tengah,86368c94-26fc-40b2-bca2-7cfc7dad432e,Barito Selatan,Barito Timur,Kapuas,Hulu Sungai Utara
Kalimantan Tengah,ed34c789-e7a8-414a-90b3-eee992f3faca,Barito Timur,Barito Selatan,Tabalong,Hulu Sungai Utara
Kalimantan Tengah,16978779-90fa-4090-8008-4b6e8583e583,Barito Utara,Kutai Barat,Barito Selatan,Tabalong
Kalimantan Tengah,7f91d94b-7025-45b1-81fd-12c29de2e532,Gunung Mas,Katingan,Palangka Raya,Kapuas
Kalimantan Tengah,1712d121-7c1b-4be7-ab91-edc51822a8bc,Kapuas,Barito Selatan,Palangka Raya,Barito Timur
Kalimantan Tengah,61931026-546e-401f-9d6e-59f7da283494,Katingan,Palangka Raya,waringin Timur,Gunung Mas
Kalimantan Tengah,e7f87fd4-3d82-4766-8906-6da29a25ecf8,Lamandau,Ketapang,Sukamara,waringin Barat
Kalimantan Tengah,1cab847d-26c8-47a1-af91-4c0d4a322edc,Murung Raya,Mahakam Hulu,Barito Utara,Gunung Mas
Kalimantan Tengah,17e55401-6c1b-4f51-bd08-e3d7dea4879e,Palangka Raya,Katingan,Kapuas,Gunung Mas
Kalimantan Tengah,98e6c1d6-106f-47ca-ad8e-3435e324c918,Pulang Pisau,Banjarmasin,Barito Kuala,Banjar Baru
Kalimantan Tengah,7e8fd16e-fe5f-453c-bdb2-a2dc99634dd0,Seruyan,waringin Barat,waringin Timur,Sukamara
Kalimantan Tengah,f52acb8f-0165-4025-80e6-dfc48d4958de,Sukamara,waringin Barat,Lamandau,Seruyan
Kalimantan Tengah,f5868376-1226-4cbc-8e77-a50f30c9a929,waringin Barat,Sukamara,Seruyan,Lamandau
Kalimantan Tengah,974fe6bb-916f-46fa-be9a-2c57ebe5532a,waringin Timur,Katingan,Seruyan,Palangka Raya
Kalimantan Timur,513f150c-4fba-415a-9a68-75b755b4f506,Balikpapan,Penajam Paser Utara,Paser,Samarinda
Kalimantan Timur,3c17e708-476b-444e-8dde-afab2f22c5b5,Berau,Bulungan,Kutai Timur,Tarakan
Kalimantan Timur,532a2053-0cb4-47a1-a604-0589125f6545,Bontang,Samarinda,Kutai Kartanegara,Kutai Timur
Kalimantan Timur,a8435342-bdc7-4c96-9c75-c4f8f031d8f7,Kutai Barat,Barito Utara,Mahakam Hulu,Paser
Kalimantan Timur,27abf39f-2956-443a-9294-0424a220768a,Kutai Kartanegara,Samarinda,Balikpapan,Bontang
Kalimantan Timur,4df77b7d-1035-47ec-b236-e0d685c5831c,Kutai Timur,Bontang,Berau,Samarinda
Kalimantan Timur,38649d3f-8a5c-4cdf-9282-a982bce193e7,Mahakam Hulu,Kutai Barat,Murung Raya,Barito Utara
Kalimantan Timur,7c321023-0b1e-405e-8050-cfeac36f973c,Paser,Penajam Paser Utara,Balikpapan,Tabalong
Kalimantan Timur,09931c18-622d-4770-94b8-351c3b1cb60a,Penajam Paser Utara,Balikpapan,Paser,Kutai Kartanegara
Kalimantan Timur,9f20ece5-d293-4345-ab25-e9fc1155c818,Samarinda,Kutai Kartanegara,Balikpapan,Bontang
Kalimantan Utara,569f706e-d4c2-4e22-befa-eb0eca6d8508,Bulungan,Tarakan,Tana Tidung,Berau
Kalimantan Utara,c6211916-4da5-4343-85e0-4d716abe04eb,Malinau,Berau,Bulungan,Tana Tidung
Kalimantan Utara,d0ca647d-7d25-43d1-8fdf-7ecdca02ffa9,Nunukan,Tana Tidung,Tarakan,Bulungan
Kalimantan Utara,117694bc-451f-4f5d-b6b5-4af27fd18757,Tana Tidung,Bulungan,Nunukan,Tarakan
Kalimantan Utara,a000ca99-a138-4532-847c-7fff9b0746a1,Tarakan,Bulungan,Tana Tidung,Nunukan
Kepulauan Bangka Belitung,54a779d9-7ff5-4ef5-8dc1-a2d47ced83f9,Bangka,Pangkal Pinang,Bangka Barat,Bangka Tengah
Kepulauan Bangka Belitung,3ae4a787-df26-4359-bb59-4e2d3c810166,Bangka Barat,Bangka,Pangkal Pinang,Bangka Tengah
Kepulauan Bangka Belitung,3fede550-2b3e-4efe-bb59-e04274813737,Bangka Selatan,Bangka Tengah,Pangkal Pinang,Bangka
Kepulauan Bangka Belitung,f6b2103d-d366-4afb-8651-fd83a5dabde2,Bangka Tengah,Pangkal Pinang,Bangka Selatan,Bangka
Kepulauan Bangka Belitung,91cda565-8920-4415-af03-a0016779b97c,Belitung,Belitung Timur,Bangka Tengah,Bangka Selatan
Kepulauan Bangka Belitung,1f14d0ac-8f13-4125-81bd-7e6abe17513e,Belitung Timur,Belitung,Bangka Tengah,Bangka Selatan
Kepulauan Bangka Belitung,e180d7ae-806a-4bc3-ac2d-9976ba48adce,Pangkal Pinang,Bangka Tengah,Bangka,Bangka Selatan
Kepulauan Riau,654dbd43-0da6-44a1-8fa6-3f2879b8fbdf,Batam,Tanjung Pinang,Bintan,Karimun
Kepulauan Riau,a0064fb5-0168-45f2-babc-03ab108c4bca,Bintan,Tanjung Pinang,Batam,Karimun
Kepulauan Riau,87fcf1eb-7006-4362-90d4-57bce3732127,Karimun,Batam,Kepulauan Meranti,Tanjung Pinang
Kepulauan Riau,61301f12-3c77-45f0-958c-2cca0e009dcf,Kepulauan Anambas,Bintan,Tanjung Pinang,Batam
Kepulauan Riau,494d3a47-578f-4b70-8467-e7bb443e0a19,Lingga,Tanjung Jabung Timur,Muaro Jambi,Indragiri Hilir
Kepulauan Riau,258fabeb-5273-4ed7-a42d-8f20e17c3a15,Natuna,Kepulauan Anambas,Sambas,Singkawang
